SongID,start_time,end_time,start_frame,end_frame,label,Genre,FilePath,sp_danceability,sp_energy,sp_key,sp_loudness,sp_speechiness,sp_acousticness,sp_instrumentalness,sp_liveness,sp_valence,sp_tempo,sp_time_signature,sp_genre,sampling_rate
298,38.4,84.5,3600,7921,chorus,Bass House,..\data\audio_files\processed\298.mp3,0.839,0.9,8,-5.036,0.0802,0.0276,0.771,0.0734,0.569,125.012,4,"electro house, bmore, tech house, bass house",48000
298,84.5,130.6,7921,12243,other,Bass House,..\data\audio_files\processed\298.mp3,0.839,0.9,8,-5.036,0.0802,0.0276,0.771,0.0734,0.569,125.012,4,"electro house, bmore, tech house, bass house",48000
298,130.6,176.6,12243,16556,chorus,Bass House,..\data\audio_files\processed\298.mp3,0.839,0.9,8,-5.036,0.0802,0.0276,0.771,0.0734,0.569,125.012,4,"electro house, bmore, tech house, bass house",48000
298,176.6,191.9860317,16556,17998,other,Bass House,..\data\audio_files\processed\298.mp3,0.839,0.9,8,-5.036,0.0802,0.0276,0.771,0.0734,0.569,125.012,4,"electro house, bmore, tech house, bass house",48000
299,0,61.4,0,5756,other,Bass House,..\data\audio_files\processed\299.mp3,0.803,0.923,1,-3.902,0.107,0.00687,0.299,0.205,0.244,125.006,4,"electro house, tech house, bass house",48000
299,61.4,107.5,5756,10078,chorus,Bass House,..\data\audio_files\processed\299.mp3,0.803,0.923,1,-3.902,0.107,0.00687,0.299,0.205,0.244,125.006,4,"electro house, tech house, bass house",48000
299,107.5,169,10078,15843,other,Bass House,..\data\audio_files\processed\299.mp3,0.803,0.923,1,-3.902,0.107,0.00687,0.299,0.205,0.244,125.006,4,"electro house, tech house, bass house",48000
299,169,245.8,15843,23043,chorus,Bass House,..\data\audio_files\processed\299.mp3,0.803,0.923,1,-3.902,0.107,0.00687,0.299,0.205,0.244,125.006,4,"electro house, tech house, bass house",48000
299,245.8,262.0060317,23043,24563,other,Bass House,..\data\audio_files\processed\299.mp3,0.803,0.923,1,-3.902,0.107,0.00687,0.299,0.205,0.244,125.006,4,"electro house, tech house, bass house",48000
300,0,24.8,0,2325,other,Bass House,..\data\audio_files\processed\300.mp3,0.878,0.882,1,-4.143,0.223,0.00861,2.39E-05,0.201,0.64,125.98,4,"electro house, tech house, bass house",48000
300,24.8,55.2,2325,5175,chorus,Bass House,..\data\audio_files\processed\300.mp3,0.878,0.882,1,-4.143,0.223,0.00861,2.39E-05,0.201,0.64,125.98,4,"electro house, tech house, bass house",48000
300,55.2,85.7,5175,8034,other,Bass House,..\data\audio_files\processed\300.mp3,0.878,0.882,1,-4.143,0.223,0.00861,2.39E-05,0.201,0.64,125.98,4,"electro house, tech house, bass house",48000
300,85.7,116.2,8034,10893,chorus,Bass House,..\data\audio_files\processed\300.mp3,0.878,0.882,1,-4.143,0.223,0.00861,2.39E-05,0.201,0.64,125.98,4,"electro house, tech house, bass house",48000
300,116.2,139,10893,13031,other,Bass House,..\data\audio_files\processed\300.mp3,0.878,0.882,1,-4.143,0.223,0.00861,2.39E-05,0.201,0.64,125.98,4,"electro house, tech house, bass house",48000
300,139,169.5,13031,15890,chorus,Bass House,..\data\audio_files\processed\300.mp3,0.878,0.882,1,-4.143,0.223,0.00861,2.39E-05,0.201,0.64,125.98,4,"electro house, tech house, bass house",48000
300,169.5,169.5870295,15890,15898,other,Bass House,..\data\audio_files\processed\300.mp3,0.878,0.882,1,-4.143,0.223,0.00861,2.39E-05,0.201,0.64,125.98,4,"electro house, tech house, bass house",48000
301,0,61.9,0,5803,other,Bass House,..\data\audio_files\processed\301.mp3,0.834,0.99,11,-4.16,0.0533,0.136,0.795,0.0677,0.657,124.068,4,"electro house, tech house, bass house",48000
301,61.9,92.9,5803,8709,chorus,Bass House,..\data\audio_files\processed\301.mp3,0.834,0.99,11,-4.16,0.0533,0.136,0.795,0.0677,0.657,124.068,4,"electro house, tech house, bass house",48000
301,92.9,123.9,8709,11615,other,Bass House,..\data\audio_files\processed\301.mp3,0.834,0.99,11,-4.16,0.0533,0.136,0.795,0.0677,0.657,124.068,4,"electro house, tech house, bass house",48000
301,123.9,154.8,11615,14512,chorus,Bass House,..\data\audio_files\processed\301.mp3,0.834,0.99,11,-4.16,0.0533,0.136,0.795,0.0677,0.657,124.068,4,"electro house, tech house, bass house",48000
301,154.8,216.8,14512,20325,other,Bass House,..\data\audio_files\processed\301.mp3,0.834,0.99,11,-4.16,0.0533,0.136,0.795,0.0677,0.657,124.068,4,"electro house, tech house, bass house",48000
301,216.8,247.7,20325,23221,chorus,Bass House,..\data\audio_files\processed\301.mp3,0.834,0.99,11,-4.16,0.0533,0.136,0.795,0.0677,0.657,124.068,4,"electro house, tech house, bass house",48000
301,247.7,279.6820408,23221,26220,other,Bass House,..\data\audio_files\processed\301.mp3,0.834,0.99,11,-4.16,0.0533,0.136,0.795,0.0677,0.657,124.068,4,"electro house, tech house, bass house",48000
302,0,31,0,2906,other,Bass House,..\data\audio_files\processed\302.mp3,0.8,0.902,1,-3.518,0.0648,0.00377,0.265,0.123,0.23,124.002,4,"electro house, tech house, bass house",48000
302,31,77.4,2906,7256,chorus,Bass House,..\data\audio_files\processed\302.mp3,0.8,0.902,1,-3.518,0.0648,0.00377,0.265,0.123,0.23,124.002,4,"electro house, tech house, bass house",48000
302,77.4,139.3,7256,13059,other,Bass House,..\data\audio_files\processed\302.mp3,0.8,0.902,1,-3.518,0.0648,0.00377,0.265,0.123,0.23,124.002,4,"electro house, tech house, bass house",48000
302,139.3,185.8,13059,17418,chorus,Bass House,..\data\audio_files\processed\302.mp3,0.8,0.902,1,-3.518,0.0648,0.00377,0.265,0.123,0.23,124.002,4,"electro house, tech house, bass house",48000
302,185.8,186.5420408,17418,17488,other,Bass House,..\data\audio_files\processed\302.mp3,0.8,0.902,1,-3.518,0.0648,0.00377,0.265,0.123,0.23,124.002,4,"electro house, tech house, bass house",48000
303,0,38.7,0,3628,other,Bass House,..\data\audio_files\processed\303.mp3,0.82,0.847,11,-4.876,0.133,0.0619,0.625,0.0843,0.531,124.058,4,"electro house, tech house, bass house",48000
303,38.7,83.2,3628,7800,chorus,Bass House,..\data\audio_files\processed\303.mp3,0.82,0.847,11,-4.876,0.133,0.0619,0.625,0.0843,0.531,124.058,4,"electro house, tech house, bass house",48000
303,83.2,139.3,7800,13059,other,Bass House,..\data\audio_files\processed\303.mp3,0.82,0.847,11,-4.876,0.133,0.0619,0.625,0.0843,0.531,124.058,4,"electro house, tech house, bass house",48000
303,139.3,193.5,13059,18140,chorus,Bass House,..\data\audio_files\processed\303.mp3,0.82,0.847,11,-4.876,0.133,0.0619,0.625,0.0843,0.531,124.058,4,"electro house, tech house, bass house",48000
303,193.5,194.5210431,18140,18236,other,Bass House,..\data\audio_files\processed\303.mp3,0.82,0.847,11,-4.876,0.133,0.0619,0.625,0.0843,0.531,124.058,4,"electro house, tech house, bass house",48000
304,0,15.1,0,1415,other,Bass House,..\data\audio_files\processed\304.mp3,0.772,0.987,8,-5.311,0.0523,0.0037,0.816,0.0309,0.363,127.001,4,"electro house, tech house, bass house",48000
304,15.1,45.3,1415,4246,chorus,Bass House,..\data\audio_files\processed\304.mp3,0.772,0.987,8,-5.311,0.0523,0.0037,0.816,0.0309,0.363,127.001,4,"electro house, tech house, bass house",48000
304,45.3,90.7,4246,8503,other,Bass House,..\data\audio_files\processed\304.mp3,0.772,0.987,8,-5.311,0.0523,0.0037,0.816,0.0309,0.363,127.001,4,"electro house, tech house, bass house",48000
304,90.7,120.9,8503,11334,chorus,Bass House,..\data\audio_files\processed\304.mp3,0.772,0.987,8,-5.311,0.0523,0.0037,0.816,0.0309,0.363,127.001,4,"electro house, tech house, bass house",48000
304,120.9,143.6,11334,13462,other,Bass House,..\data\audio_files\processed\304.mp3,0.772,0.987,8,-5.311,0.0523,0.0037,0.816,0.0309,0.363,127.001,4,"electro house, tech house, bass house",48000
304,143.6,173.9,13462,16303,chorus,Bass House,..\data\audio_files\processed\304.mp3,0.772,0.987,8,-5.311,0.0523,0.0037,0.816,0.0309,0.363,127.001,4,"electro house, tech house, bass house",48000
304,173.9,176.6930159,16303,16564,other,Bass House,..\data\audio_files\processed\304.mp3,0.772,0.987,8,-5.311,0.0523,0.0037,0.816,0.0309,0.363,127.001,4,"electro house, tech house, bass house",48000
305,0,53.3,0,4996,other,Bass House,..\data\audio_files\processed\305.mp3,0.822,0.835,8,-7.664,0.0901,0.0043,0.188,0.0788,0.8,126.018,4,"electro house, tech house, bass house",48000
305,53.3,68.6,4996,6431,chorus,Bass House,..\data\audio_files\processed\305.mp3,0.822,0.835,8,-7.664,0.0901,0.0043,0.188,0.0788,0.8,126.018,4,"electro house, tech house, bass house",48000
305,68.6,114.3,6431,10715,other,Bass House,..\data\audio_files\processed\305.mp3,0.822,0.835,8,-7.664,0.0901,0.0043,0.188,0.0788,0.8,126.018,4,"electro house, tech house, bass house",48000
305,114.3,129.5,10715,12140,chorus,Bass House,..\data\audio_files\processed\305.mp3,0.822,0.835,8,-7.664,0.0901,0.0043,0.188,0.0788,0.8,126.018,4,"electro house, tech house, bass house",48000
305,129.5,144.5130159,12140,13548,other,Bass House,..\data\audio_files\processed\305.mp3,0.822,0.835,8,-7.664,0.0901,0.0043,0.188,0.0788,0.8,126.018,4,"electro house, tech house, bass house",48000
306,0,31,0,2906,other,Bass House,..\data\audio_files\processed\306.mp3,0.845,0.856,1,-3.783,0.138,0.0186,0.549,0.0634,0.844,124.021,4,"electro house, tech house, bass house",48000
306,31,92.9,2906,8709,chorus,Bass House,..\data\audio_files\processed\306.mp3,0.845,0.856,1,-3.783,0.138,0.0186,0.549,0.0634,0.844,124.021,4,"electro house, tech house, bass house",48000
306,92.9,139.3,8709,13059,other,Bass House,..\data\audio_files\processed\306.mp3,0.845,0.856,1,-3.783,0.138,0.0186,0.549,0.0634,0.844,124.021,4,"electro house, tech house, bass house",48000
306,139.3,201.3,13059,18871,chorus,Bass House,..\data\audio_files\processed\306.mp3,0.845,0.856,1,-3.783,0.138,0.0186,0.549,0.0634,0.844,124.021,4,"electro house, tech house, bass house",48000
306,201.3,201.7840363,18871,18917,other,Bass House,..\data\audio_files\processed\306.mp3,0.845,0.856,1,-3.783,0.138,0.0186,0.549,0.0634,0.844,124.021,4,"electro house, tech house, bass house",48000
307,0,39.4,0,3693,other,Bass House,..\data\audio_files\processed\307.mp3,0.764,0.908,7,-3.976,0.0735,0.00862,0.742,0.0977,0.354,124.019,4,"electro house, tech house, bass house",48000
307,39.4,85.9,3693,8053,chorus,Bass House,..\data\audio_files\processed\307.mp3,0.764,0.908,7,-3.976,0.0735,0.00862,0.742,0.0977,0.354,124.019,4,"electro house, tech house, bass house",48000
307,85.9,132.3,8053,12403,other,Bass House,..\data\audio_files\processed\307.mp3,0.764,0.908,7,-3.976,0.0735,0.00862,0.742,0.0977,0.354,124.019,4,"electro house, tech house, bass house",48000
307,132.3,178.8,12403,16762,chorus,Bass House,..\data\audio_files\processed\307.mp3,0.764,0.908,7,-3.976,0.0735,0.00862,0.742,0.0977,0.354,124.019,4,"electro house, tech house, bass house",48000
307,178.8,194.7480272,16762,18257,other,Bass House,..\data\audio_files\processed\307.mp3,0.764,0.908,7,-3.976,0.0735,0.00862,0.742,0.0977,0.354,124.019,4,"electro house, tech house, bass house",48000
308,0,38.9,0,3646,other,Bass House,..\data\audio_files\processed\308.mp3,0.799,0.937,6,-7.677,0.225,0.00268,0.888,0.044,0.0362,124.962,4,"electro house, tech house, bass house",48000
308,38.9,84.9,3646,7959,chorus,Bass House,..\data\audio_files\processed\308.mp3,0.799,0.937,6,-7.677,0.225,0.00268,0.888,0.044,0.0362,124.962,4,"electro house, tech house, bass house",48000
308,84.9,115.7,7959,10846,other,Bass House,..\data\audio_files\processed\308.mp3,0.799,0.937,6,-7.677,0.225,0.00268,0.888,0.044,0.0362,124.962,4,"electro house, tech house, bass house",48000
308,115.7,131,10846,12281,chorus,Bass House,..\data\audio_files\processed\308.mp3,0.799,0.937,6,-7.677,0.225,0.00268,0.888,0.044,0.0362,124.962,4,"electro house, tech house, bass house",48000
308,131,177.1,12281,16603,other,Bass House,..\data\audio_files\processed\308.mp3,0.799,0.937,6,-7.677,0.225,0.00268,0.888,0.044,0.0362,124.962,4,"electro house, tech house, bass house",48000
308,177.1,223.2,16603,20925,chorus,Bass House,..\data\audio_files\processed\308.mp3,0.799,0.937,6,-7.677,0.225,0.00268,0.888,0.044,0.0362,124.962,4,"electro house, tech house, bass house",48000
308,223.2,223.4500227,20925,20948,other,Bass House,..\data\audio_files\processed\308.mp3,0.799,0.937,6,-7.677,0.225,0.00268,0.888,0.044,0.0362,124.962,4,"electro house, tech house, bass house",48000
309,0,46.7,0,4378,other,Bass House,..\data\audio_files\processed\309.mp3,0.811,0.759,10,-6.822,0.0467,0.000847,0.774,0.0551,0.423,126.049,4,"indonesian edm, doujin, bass house, tech house, electro house",48000
309,46.7,92.4,4378,8662,chorus,Bass House,..\data\audio_files\processed\309.mp3,0.811,0.759,10,-6.822,0.0467,0.000847,0.774,0.0551,0.423,126.049,4,"indonesian edm, doujin, bass house, tech house, electro house",48000
309,92.4,153.4,8662,14381,other,Bass House,..\data\audio_files\processed\309.mp3,0.811,0.759,10,-6.822,0.0467,0.000847,0.774,0.0551,0.423,126.049,4,"indonesian edm, doujin, bass house, tech house, electro house",48000
309,153.4,199.1,14381,18665,chorus,Bass House,..\data\audio_files\processed\309.mp3,0.811,0.759,10,-6.822,0.0467,0.000847,0.774,0.0551,0.423,126.049,4,"indonesian edm, doujin, bass house, tech house, electro house",48000
309,199.1,215.8460317,18665,20235,other,Bass House,..\data\audio_files\processed\309.mp3,0.811,0.759,10,-6.822,0.0467,0.000847,0.774,0.0551,0.423,126.049,4,"indonesian edm, doujin, bass house, tech house, electro house",48000
310,0,61.5,0,5765,other,Bass House,..\data\audio_files\processed\310.mp3,0.811,0.759,10,-6.822,0.0467,0.000847,0.774,0.0551,0.423,126.049,4,"indonesian edm, doujin, bass house, tech house, electro house",48000
310,61.5,107.6,5765,10087,chorus,Bass House,..\data\audio_files\processed\310.mp3,0.811,0.759,10,-6.822,0.0467,0.000847,0.774,0.0551,0.423,126.049,4,"indonesian edm, doujin, bass house, tech house, electro house",48000
310,107.6,138.3,10087,12965,other,Bass House,..\data\audio_files\processed\310.mp3,0.811,0.759,10,-6.822,0.0467,0.000847,0.774,0.0551,0.423,126.049,4,"indonesian edm, doujin, bass house, tech house, electro house",48000
310,138.3,184.4,12965,17287,chorus,Bass House,..\data\audio_files\processed\310.mp3,0.811,0.759,10,-6.822,0.0467,0.000847,0.774,0.0551,0.423,126.049,4,"indonesian edm, doujin, bass house, tech house, electro house",48000
310,184.4,216.3460317,17287,20282,other,Bass House,..\data\audio_files\processed\310.mp3,0.811,0.759,10,-6.822,0.0467,0.000847,0.774,0.0551,0.423,126.049,4,"indonesian edm, doujin, bass house, tech house, electro house",48000
311,0,61.9,0,5803,other,Bass House,..\data\audio_files\processed\311.mp3,0.809,0.786,2,-3.615,0.0664,0.002,0.217,0.0617,0.345,124,4,"electro house, tech house, bass house",48000
311,61.9,108.4,5803,10162,chorus,Bass House,..\data\audio_files\processed\311.mp3,0.809,0.786,2,-3.615,0.0664,0.002,0.217,0.0617,0.345,124,4,"electro house, tech house, bass house",48000
311,108.4,154.9,10162,14521,other,Bass House,..\data\audio_files\processed\311.mp3,0.809,0.786,2,-3.615,0.0664,0.002,0.217,0.0617,0.345,124,4,"electro house, tech house, bass house",48000
311,154.9,201.4,14521,18881,chorus,Bass House,..\data\audio_files\processed\311.mp3,0.809,0.786,2,-3.615,0.0664,0.002,0.217,0.0617,0.345,124,4,"electro house, tech house, bass house",48000
311,201.4,235.8280272,18881,22108,other,Bass House,..\data\audio_files\processed\311.mp3,0.809,0.786,2,-3.615,0.0664,0.002,0.217,0.0617,0.345,124,4,"electro house, tech house, bass house",48000
313,0,60.9,0,5709,other,Bass House,..\data\audio_files\processed\313.mp3,0.778,0.863,8,-3.557,0.0544,0.00512,0.786,0.0457,0.14,126.021,4,"electro house, tech house, bass house",48000
313,60.9,91.4,5709,8568,chorus,Bass House,..\data\audio_files\processed\313.mp3,0.778,0.863,8,-3.557,0.0544,0.00512,0.786,0.0457,0.14,126.021,4,"electro house, tech house, bass house",48000
313,91.4,144.8,8568,13575,other,Bass House,..\data\audio_files\processed\313.mp3,0.778,0.863,8,-3.557,0.0544,0.00512,0.786,0.0457,0.14,126.021,4,"electro house, tech house, bass house",48000
313,144.8,175.2,13575,16425,chorus,Bass House,..\data\audio_files\processed\313.mp3,0.778,0.863,8,-3.557,0.0544,0.00512,0.786,0.0457,0.14,126.021,4,"electro house, tech house, bass house",48000
313,175.2,190.5210431,16425,17861,other,Bass House,..\data\audio_files\processed\313.mp3,0.778,0.863,8,-3.557,0.0544,0.00512,0.786,0.0457,0.14,126.021,4,"electro house, tech house, bass house",48000
314,0,44.3,0,4153,other,Bass House,..\data\audio_files\processed\314.mp3,0.842,0.914,2,-5.796,0.135,0.053,0.00128,0.0593,0.388,130.009,4,"bass house, slap house, deep groove house, tech house, electro house",48000
314,44.3,88.6,4153,8306,chorus,Bass House,..\data\audio_files\processed\314.mp3,0.842,0.914,2,-5.796,0.135,0.053,0.00128,0.0593,0.388,130.009,4,"bass house, slap house, deep groove house, tech house, electro house",48000
314,88.6,140.3,8306,13153,other,Bass House,..\data\audio_files\processed\314.mp3,0.842,0.914,2,-5.796,0.135,0.053,0.00128,0.0593,0.388,130.009,4,"bass house, slap house, deep groove house, tech house, electro house",48000
314,140.3,184.6,13153,17306,chorus,Bass House,..\data\audio_files\processed\314.mp3,0.842,0.914,2,-5.796,0.135,0.053,0.00128,0.0593,0.388,130.009,4,"bass house, slap house, deep groove house, tech house, electro house",48000
314,184.6,184.9230385,17306,17336,other,Bass House,..\data\audio_files\processed\314.mp3,0.842,0.914,2,-5.796,0.135,0.053,0.00128,0.0593,0.388,130.009,4,"bass house, slap house, deep groove house, tech house, electro house",48000
317,0,33.7,0,3159,other,Tech House,..\data\audio_files\processed\317.mp3,0.716,0.94,1,-5.443,0.0539,0.00799,0.728,0.0807,0.737,128.015,4,tech house,48000
317,33.7,63.7,3159,5971,chorus,Tech House,..\data\audio_files\processed\317.mp3,0.716,0.94,1,-5.443,0.0539,0.00799,0.728,0.0807,0.737,128.015,4,tech house,48000
317,63.7,93.7,5971,8784,other,Tech House,..\data\audio_files\processed\317.mp3,0.716,0.94,1,-5.443,0.0539,0.00799,0.728,0.0807,0.737,128.015,4,tech house,48000
317,93.7,123.8,8784,11606,chorus,Tech House,..\data\audio_files\processed\317.mp3,0.716,0.94,1,-5.443,0.0539,0.00799,0.728,0.0807,0.737,128.015,4,tech house,48000
317,123.8,168.7,11606,15815,other,Tech House,..\data\audio_files\processed\317.mp3,0.716,0.94,1,-5.443,0.0539,0.00799,0.728,0.0807,0.737,128.015,4,tech house,48000
317,168.7,198.7,15815,18628,chorus,Tech House,..\data\audio_files\processed\317.mp3,0.716,0.94,1,-5.443,0.0539,0.00799,0.728,0.0807,0.737,128.015,4,tech house,48000
317,198.7,201.6460317,18628,18904,other,Tech House,..\data\audio_files\processed\317.mp3,0.716,0.94,1,-5.443,0.0539,0.00799,0.728,0.0807,0.737,128.015,4,tech house,48000
321,0,15.2,0,1425,other,Brostep,..\data\audio_files\processed\321.mp3,0.8,0.882,10,-5.34,0.0486,0.0033,0.887,0.0844,0.267,126.019,4,"tech house, brostep",48000
321,15.2,45.7,1425,4284,chorus,Brostep,..\data\audio_files\processed\321.mp3,0.8,0.882,10,-5.34,0.0486,0.0033,0.887,0.0844,0.267,126.019,4,"tech house, brostep",48000
321,45.7,91.4,4284,8568,other,Brostep,..\data\audio_files\processed\321.mp3,0.8,0.882,10,-5.34,0.0486,0.0033,0.887,0.0844,0.267,126.019,4,"tech house, brostep",48000
321,91.4,121.9,8568,11428,chorus,Brostep,..\data\audio_files\processed\321.mp3,0.8,0.882,10,-5.34,0.0486,0.0033,0.887,0.0844,0.267,126.019,4,"tech house, brostep",48000
321,121.9,152.4,11428,14287,other,Brostep,..\data\audio_files\processed\321.mp3,0.8,0.882,10,-5.34,0.0486,0.0033,0.887,0.0844,0.267,126.019,4,"tech house, brostep",48000
321,152.4,182.8,14287,17137,chorus,Brostep,..\data\audio_files\processed\321.mp3,0.8,0.882,10,-5.34,0.0486,0.0033,0.887,0.0844,0.267,126.019,4,"tech house, brostep",48000
321,182.8,198.1410431,17137,18575,other,Brostep,..\data\audio_files\processed\321.mp3,0.8,0.882,10,-5.34,0.0486,0.0033,0.887,0.0844,0.267,126.019,4,"tech house, brostep",48000
324,0,47.3,0,4434,other,,..\data\audio_files\processed\324.mp3,0,0.134,4,-12.417,0,0.929,0.00107,0.323,0,0,0,,48000
324,47.3,78.8,4434,7387,chorus,,..\data\audio_files\processed\324.mp3,0,0.134,4,-12.417,0,0.929,0.00107,0.323,0,0,0,,48000
324,78.8,110.3,7387,10340,other,,..\data\audio_files\processed\324.mp3,0,0.134,4,-12.417,0,0.929,0.00107,0.323,0,0,0,,48000
324,110.3,133.9,10340,12553,chorus,,..\data\audio_files\processed\324.mp3,0,0.134,4,-12.417,0,0.929,0.00107,0.323,0,0,0,,48000
324,133.9,185.1,12553,17353,other,,..\data\audio_files\processed\324.mp3,0,0.134,4,-12.417,0,0.929,0.00107,0.323,0,0,0,,48000
324,185.1,232.3,17353,21778,chorus,,..\data\audio_files\processed\324.mp3,0,0.134,4,-12.417,0,0.929,0.00107,0.323,0,0,0,,48000
324,232.3,235.7140136,21778,22098,other,,..\data\audio_files\processed\324.mp3,0,0.134,4,-12.417,0,0.929,0.00107,0.323,0,0,0,,48000
326,0,94.1,0,8821,other,Edm,..\data\audio_files\processed\326.mp3,0.593,0.901,1,-6.908,0.0702,0.0685,0.212,0.185,0.41,124.971,4,"edm, pop dance, house, uk dance, pop house, deep groove house, tech house",48000
326,94.1,124.8,8821,11700,chorus,Edm,..\data\audio_files\processed\326.mp3,0.593,0.901,1,-6.908,0.0702,0.0685,0.212,0.185,0.41,124.971,4,"edm, pop dance, house, uk dance, pop house, deep groove house, tech house",48000
326,124.8,170.9,11700,16021,other,Edm,..\data\audio_files\processed\326.mp3,0.593,0.901,1,-6.908,0.0702,0.0685,0.212,0.185,0.41,124.971,4,"edm, pop dance, house, uk dance, pop house, deep groove house, tech house",48000
326,170.9,201.6,16021,18900,chorus,Edm,..\data\audio_files\processed\326.mp3,0.593,0.901,1,-6.908,0.0702,0.0685,0.212,0.185,0.41,124.971,4,"edm, pop dance, house, uk dance, pop house, deep groove house, tech house",48000
326,201.6,203.54,18900,19081,other,Edm,..\data\audio_files\processed\326.mp3,0.593,0.901,1,-6.908,0.0702,0.0685,0.212,0.185,0.41,124.971,4,"edm, pop dance, house, uk dance, pop house, deep groove house, tech house",48000
327,0,31.2,0,2925,other,Edm,..\data\audio_files\processed\327.mp3,0.699,0.926,2,-6.249,0.063,0.0449,0.113,0.2,0.468,124.991,4,"pop dance, pop house, uk dance, edm",48000
327,31.2,69.6,2925,6524,chorus,Edm,..\data\audio_files\processed\327.mp3,0.699,0.926,2,-6.249,0.063,0.0449,0.113,0.2,0.468,124.991,4,"pop dance, pop house, uk dance, edm",48000
327,69.6,123.3,6524,11559,other,Edm,..\data\audio_files\processed\327.mp3,0.699,0.926,2,-6.249,0.063,0.0449,0.113,0.2,0.468,124.991,4,"pop dance, pop house, uk dance, edm",48000
327,123.3,154,11559,14437,chorus,Edm,..\data\audio_files\processed\327.mp3,0.699,0.926,2,-6.249,0.063,0.0449,0.113,0.2,0.468,124.991,4,"pop dance, pop house, uk dance, edm",48000
327,154,156.2180045,14437,14645,other,Edm,..\data\audio_files\processed\327.mp3,0.699,0.926,2,-6.249,0.063,0.0449,0.113,0.2,0.468,124.991,4,"pop dance, pop house, uk dance, edm",48000
328,0,31,0,2906,other,,..\data\audio_files\processed\328.mp3,0.793,0.738,9,-6.128,0.0573,0.0051,0.0512,0.112,0.687,125.012,4,,48000
328,31,61.7,2906,5784,chorus,,..\data\audio_files\processed\328.mp3,0.793,0.738,9,-6.128,0.0573,0.0051,0.0512,0.112,0.687,125.012,4,,48000
328,61.7,100.1,5784,9384,other,,..\data\audio_files\processed\328.mp3,0.793,0.738,9,-6.128,0.0573,0.0051,0.0512,0.112,0.687,125.012,4,,48000
328,100.1,130.9,9384,12271,chorus,,..\data\audio_files\processed\328.mp3,0.793,0.738,9,-6.128,0.0573,0.0051,0.0512,0.112,0.687,125.012,4,,48000
328,130.9,131.5610431,12271,12333,other,,..\data\audio_files\processed\328.mp3,0.793,0.738,9,-6.128,0.0573,0.0051,0.0512,0.112,0.687,125.012,4,,48000
329,0,45,0,4218,other,Indian Edm,..\data\audio_files\processed\329.mp3,0.695,0.856,2,-5.22,0.0484,0.0383,0.683,0.104,0.416,128.008,4,"traprun, vapor twitch, indian edm",48000
329,45,105,4218,9843,chorus,Indian Edm,..\data\audio_files\processed\329.mp3,0.695,0.856,2,-5.22,0.0484,0.0383,0.683,0.104,0.416,128.008,4,"traprun, vapor twitch, indian edm",48000
329,105,165,9843,15468,other,Indian Edm,..\data\audio_files\processed\329.mp3,0.695,0.856,2,-5.22,0.0484,0.0383,0.683,0.104,0.416,128.008,4,"traprun, vapor twitch, indian edm",48000
329,165,240,15468,22500,chorus,Indian Edm,..\data\audio_files\processed\329.mp3,0.695,0.856,2,-5.22,0.0484,0.0383,0.683,0.104,0.416,128.008,4,"traprun, vapor twitch, indian edm",48000
329,240,244.8580045,22500,22955,other,Indian Edm,..\data\audio_files\processed\329.mp3,0.695,0.856,2,-5.22,0.0484,0.0383,0.683,0.104,0.416,128.008,4,"traprun, vapor twitch, indian edm",48000
331,0,22.6,0,2118,other,,..\data\audio_files\processed\331.mp3,0.796,0.699,1,-7.2,0.0871,0.0468,0.0094,0.0862,0.477,127.986,4,tropical house,48000
331,22.6,37.6,2118,3525,chorus,,..\data\audio_files\processed\331.mp3,0.796,0.699,1,-7.2,0.0871,0.0468,0.0094,0.0862,0.477,127.986,4,tropical house,48000
331,37.6,82.6,3525,7743,other,,..\data\audio_files\processed\331.mp3,0.796,0.699,1,-7.2,0.0871,0.0468,0.0094,0.0862,0.477,127.986,4,tropical house,48000
331,82.6,97.6,7743,9150,chorus,,..\data\audio_files\processed\331.mp3,0.796,0.699,1,-7.2,0.0871,0.0468,0.0094,0.0862,0.477,127.986,4,tropical house,48000
331,97.6,127.6,9150,11962,other,,..\data\audio_files\processed\331.mp3,0.796,0.699,1,-7.2,0.0871,0.0468,0.0094,0.0862,0.477,127.986,4,tropical house,48000
331,127.6,142.6,11962,13368,chorus,,..\data\audio_files\processed\331.mp3,0.796,0.699,1,-7.2,0.0871,0.0468,0.0094,0.0862,0.477,127.986,4,tropical house,48000
331,142.6,159.5760091,13368,14960,other,,..\data\audio_files\processed\331.mp3,0.796,0.699,1,-7.2,0.0871,0.0468,0.0094,0.0862,0.477,127.986,4,tropical house,48000
334,0,57.5,0,5390,other,Synth Funk,..\data\audio_files\processed\334.mp3,0.778,0.399,6,-9.77,0.311,0.0734,0,0.0978,0.659,117.011,4,synth funk,48000
334,57.5,90.3,5390,8465,chorus,Synth Funk,..\data\audio_files\processed\334.mp3,0.778,0.399,6,-9.77,0.311,0.0734,0,0.0978,0.659,117.011,4,synth funk,48000
334,90.3,139.5,8465,13078,other,Synth Funk,..\data\audio_files\processed\334.mp3,0.778,0.399,6,-9.77,0.311,0.0734,0,0.0978,0.659,117.011,4,synth funk,48000
334,139.5,172.3,13078,16153,chorus,Synth Funk,..\data\audio_files\processed\334.mp3,0.778,0.399,6,-9.77,0.311,0.0734,0,0.0978,0.659,117.011,4,synth funk,48000
